"BookID","CategoryID"
"13758","21882"
"13759","23948"
"13760","90596"
"13760","82514"
"13761","102612"
"13762","82878"
"13763","1891"
"13764","56679"
"13765","45845"
"13766","32559"
"13767","49674"
"13768","52946"
"13769","98527"
"13769","47078"
"13770","86442"
"13771","43541"
"13772","22284"
"13773","67224"
"13773","17126"
"13774","10411"
"13774","57794"
"13775","52996"
"13775","50171"
"13776","50806"
"13777","56586"
"13778","48631"
"13778","61032"
"13779","54312"
"13780","104947"
"13780","67655"
"13781","43396"
"13782","101721"
"13783","11093"
"13784","96951"
"13784","82855"
"13785","58731"
"13786","83870"
"13786","53981"
"13787","87973"
"13788","51640"
"13788","71088"
"13789","44008"
"13790","65400"
"13790","95039"
"13791","33054"
"13791","23005"
"13792","16201"
"13793","41745"
"13794","87849"
"13794","89925"
"13795","38511"
"13795","62294"
"13796","21483"
"13796","2277"
"13797","98016"
"13798","102480"
"13799","25986"
"13799","11709"
"13800","72849"
"13801","15529"
"13801","20112"
"13802","64600"
"13803","19404"
"13804","15312"
"13805","78916"
"13806","75353"
"13806","108688"
"13807","62634"
"13807","83810"
"13808","6379"
"13808","59619"
"13809","2803"
"13810","96685"
"13810","9628"
"13811","64983"
"13811","98476"
"13812","49843"
"13812","67214"
"13813","74273"
"13814","47151"
"13815","14256"
"13816","84393"
"13816","65254"
"13817","68596"
"13817","69870"
"13818","60866"
"13818","105318"
"13819","29002"
"13819","38411"
"13820","30728"
"13820","82193"
"13821","29037"
"13821","4171"
"13822","48388"
"13823","35946"
"13824","18501"
"13824","33013"
"13825","86481"
"13826","34399"
"13826","90564"
"13827","88411"
"13828","67102"
"13828","27168"
"13829","43832"
"13829","18943"
"13830","23251"
"13830","95935"
"13831","34026"
"13831","94550"
"13832","90167"
"13833","4616"
"13834","56040"
"13835","59524"
"13836","105195"
"13837","38826"
"13838","83931"
"13839","8418"
"13839","50845"
"13840","89294"
"13840","25747"
"13841","46546"
"13841","57484"
"13842","15614"
"13842","101712"
"13843","44920"
"13843","13356"
"13844","51266"
"13844","21890"
"13845","46717"
"13846","86962"
"13846","105123"
"13847","100910"
"13847","71683"
"13848","14755"
"13849","81159"
"13849","23842"
"13850","81138"
"13850","79739"
"13851","94852"
"13851","52171"
"13852","61611"
"13853","33742"
"13854","36873"
"13855","86536"
"13856","11344"
"13857","5874"
"13857","91419"
"13858","50023"
"13858","93228"
"13859","21426"
"13860","79294"
"13861","72536"
"13862","93939"
"13862","99226"
"13863","6131"
"13863","12893"
"13864","1167"
"13864","88254"
"13865","108938"
"13866","67759"
"13866","105260"
"13867","97806"
"13867","25380"
"13868","7299"
"13869","76975"
"13870","65566"
"13871","71115"
"13872","9000"
"13873","58485"
"13873","49866"
"13874","55319"
"13875","62896"
"13875","10313"
"13876","16282"
"13876","9844"
"13877","73961"
"13877","28985"
"13878","3739"
"13878","31948"
"13879","36169"
"13880","97621"
"13881","91456"
"13881","40151"
"13882","109160"
"13883","65859"
"13884","89084"
"13884","57358"
"13885","99484"
"13885","89379"
"13886","12751"
"13886","61733"
"13887","36586"
"13888","24872"
"13888","105182"
"13889","101497"
"13889","106764"
"13890","47361"
"13891","18348"
"13891","17268"
"13892","49577"
"13892","45948"
"13893","60215"
"13893","7374"
"13894","92960"
"13894","58354"
"13895","92862"
"13895","9941"
"13896","41809"
"13897","82015"
"13898","56714"
"13898","28995"
"13899","5478"
"13900","4201"
"13901","66980"
"13902","84647"
"13903","3458"
"13904","42908"
"13904","1897"
"13905","46612"
"13905","61025"
"13906","44804"
"13907","70507"
"13907","21691"
"13908","15446"
"13909","20158"
"13909","77197"
"13910","91180"
"13910","105935"
"13911","77159"
"13911","87903"
"13912","62535"
"13912","13486"
"13913","104981"
"13913","7224"
"13914","10987"
"13914","100362"
"13915","98306"
"13916","67536"
"13916","88947"
"13917","32036"
"13917","82457"
"13918","12837"
"13918","109895"
"13919","47857"
"13920","75509"
"13920","13659"
"13921","30296"
"13922","79603"
"13922","23775"
"13923","106170"
"13923","24859"
"13924","35084"
"13925","26705"
"13925","44311"
"13926","61851"
"13926","21705"
"13927","2397"
"13927","42978"
"13928","86191"
"13929","25321"
"13929","42536"
"13930","51175"
"13930","74483"
"13931","54591"
"13932","98452"
"13932","6417"
"13933","37360"
"13933","47648"
"13934","104857"
"13935","70626"
"13936","93022"
"13936","108277"
"13937","107747"
"13938","20385"
"13938","16788"
"13939","43110"
"13939","1270"
"13940","18830"
"13941","51340"
"13941","37540"
"13942","49105"
"13942","86363"
"13943","38862"
"13943","103661"
"13944","60533"
"13945","21622"
"13945","98317"
"13946","105588"
"13946","74908"
"13947","101313"
"13947","42913"
"13948","87376"
"13949","44822"
"13949","13858"
"13950","3002"
"13950","78590"
"13951","91457"
"13952","107337"
"13953","86432"
"13954","54785"
"13954","74541"
"13955","2545"
"13955","69875"
"13956","19801"
"13957","92885"
"13957","63751"
"13958","18437"
"13959","16316"
"13960","45772"
"13960","30131"
"13961","78075"
"13962","109123"
"13962","58873"
"13963","94132"
"13963","87183"
"13964","85993"
"13964","35772"
"13965","48100"
"13965","97901"
"13966","6925"
"13967","60178"
"13968","99016"
"13969","77926"
"13970","25156"
"13970","85973"
"13971","57559"
"13971","14567"
"13972","17268"
"13972","55303"
"13973","32437"
"13974","91235"
"13974","1483"
"13975","5781"
"13976","70708"
"13977","26089"
"13978","5580"
"13978","16889"
"13979","51707"
"13979","13663"
"13980","93499"
"13981","75484"
"13982","62950"
"13983","93213"
"13983","14526"
"13984","23760"
"13985","82054"
"13986","4506"
"13987","45319"
"13987","9675"
"13988","89075"
"13989","34366"
"13990","54832"
"13990","29152"
"13991","72919"
"13991","41980"
"13992","4534"
"13993","76938"
"13994","32280"
"13995","43572"
"13996","10625"
"13997","98172"
"13998","20768"
"13999","103481"
"14000","22330"
"14000","20983"
"14001","17621"
"14001","45817"
"14002","19616"
"14003","94258"
"14003","106423"
"14004","71222"
"14004","63413"
"14005","106731"
"14005","43151"
"14006","53899"
"14007","11978"
"14007","79619"
"14008","15746"
"14009","105857"
"14009","20087"
"14010","79516"
"14011","54483"
"14012","89491"
"14012","2081"
"14013","25222"
"14013","106149"
"14014","78143"
"14015","74718"
"14016","58455"
"14017","11109"
"14018","77416"
"14019","4232"
"14019","53721"
"14020","31427"
"14020","90593"
"14021","49438"
"14021","24505"
"14022","88680"
"14022","96480"
"14023","93937"
"14024","81869"
"14025","93627"
"14026","76007"
"14026","82360"
"14027","71417"
"14028","84229"
"14028","92844"
"14029","60780"
"14030","56901"
"14031","47064"
"14032","74198"
"14033","29325"
"14034","12480"
"14035","79821"
"14035","12883"
"14036","49691"
"14037","22167"
"14038","20670"
"14039","20338"
"14040","41799"
"14041","36611"
"14041","63816"
"14042","39364"
"14042","52320"
"14043","25344"
"14043","32600"
"14044","45990"
"14044","873"
"14045","38310"
"14045","86120"
"14046","75784"
"14046","75520"
"14047","96584"
"14047","89792"
"14048","42921"
"14049","76176"
"14049","19817"
"14050","42664"
"14051","36210"
"14052","99737"
"14053","35923"
"14054","61745"
"14054","37595"
"14055","107644"
"14055","32126"
"14056","66148"
"14056","9437"
"14057","108899"
"14057","58346"
"14058","26469"
"14058","8018"
"14059","66580"
"14059","72131"
"14060","20829"
"14060","56321"
"14061","68817"
"14061","77846"
"14062","94403"
"14062","48293"
"14063","20753"
"14064","28520"
"14065","67768"
"14065","81381"
"14066","29384"
"14067","31237"
"14067","34526"
"14068","54408"
"14068","43400"
"14069","25811"
"14069","92634"
"14070","11076"
"14070","14359"
"14071","65133"
"14072","81570"
"14073","28023"
"14073","51570"
"14074","36100"
"14074","98806"
"14075","87294"
"14075","78103"
"14076","37641"
"14076","5637"
"14077","33116"
"14078","17244"
"14078","25948"
"14079","55478"
"14080","53423"
"14080","54795"
"14081","95811"
"14081","102634"
"14082","97642"
"14082","17617"
"14083","55286"
"14084","73590"
"14085","75617"
"14085","69187"
"14086","77817"
"14087","41232"
"14088","47601"
"14089","42885"
"14089","70978"
"14090","64250"
"14091","42546"
"14092","50803"
"14092","24514"
"14093","24667"
"14093","79796"
"14094","25580"
"14095","83666"
"14095","88472"
"14096","108048"
"14096","34244"
"14097","14235"
"14098","90446"
"14099","40382"
"14100","7700"
"14100","6794"
"14101","95487"
"14101","95885"
"14102","44851"
"14103","67653"
"14103","51972"
"14104","95261"
"14104","105306"
"14105","71650"
"14105","35187"
"14106","89484"
"14106","17896"
"14107","5394"
"14108","33669"
"14109","71253"
"14109","23222"
"14110","69992"
"14111","48853"
"14111","54739"
"14112","69424"
"14112","49640"
"14113","72958"
"14113","20662"
"14114","21880"
"14114","29347"
"14115","83161"
"14116","43000"
"14116","35940"
"14117","74682"
"14117","47073"
"14118","98710"
"14118","10865"
"14119","21591"
"14119","13795"
"14120","19033"
"14121","7699"
"14121","95954"
"14122","94995"
"14122","62616"
"14123","104449"
"14124","98079"
"14124","59012"
"14125","72788"
"14125","40447"
"14126","4862"
"14127","78096"
"14127","42214"
"14128","41002"
"14128","32073"
"14129","68901"
"14129","5913"
"14130","91189"
"14131","38095"
"14132","36203"
"14132","6573"
"14133","23788"
"14133","14869"
"14134","39384"
"14135","102435"
"14136","74375"
"14137","26613"
"14137","14258"
"14138","39273"
"14138","85593"
"14139","95764"
"14139","84712"
"14140","107876"
"14140","21504"
"14141","21445"
"14141","89377"
"14142","75738"
"14142","76894"
"14143","98882"
"14144","86664"
"14144","86510"
"14145","47877"
"14146","2385"
"14146","71988"
"14147","79037"
"14148","95657"
"14148","56902"
"14149","73541"
"14149","61482"
"14150","108173"
"14150","77543"
"14151","1753"
"14151","8446"
"14152","85822"
"14153","41279"
"14153","1856"
"14154","21529"
"14154","57972"
"14155","59154"
"14156","83854"
"14156","92343"
"14157","30897"
"14157","19383"
"14158","64958"
"14158","3523"
"14159","49345"
"14160","63392"
"14160","13937"
"14161","1502"
"14162","32460"
"14163","16070"
"14163","26151"
"14164","94000"
"14165","66686"
"14165","66199"
"14166","79086"
"14167","42560"
"14167","39108"
"14168","14717"
"14169","79926"
"14169","97496"
"14170","31534"
"14171","77281"
"14171","66681"
"14172","44799"
"14173","81509"
"14174","53549"
"14174","102040"
"14175","8606"
"14175","7373"
"14176","40566"
"14177","90357"
"14178","43437"
"14178","26391"
"14179","2545"
"14179","24327"
"14180","78299"
"14181","17525"
"14182","19827"
"14182","5798"
"14183","48999"
"14183","74578"
"14184","97094"
"14184","3158"
"14185","5811"
"14186","44862"
"14187","33781"
"14187","22974"
"14188","108600"
"14189","646"
"14190","60550"
"14191","94132"
"14191","74455"
"14192","71197"
"14193","13163"
"14194","42247"
"14195","97034"
"14196","25661"
"14197","72653"
"14197","63082"
"14198","80667"
"14199","95995"
"14199","22280"
"14200","71834"
"14201","109357"
"14201","87613"
"14202","97421"
"14203","72340"
"14203","84951"
"14204","95418"
"14204","53196"
"14205","89803"
"14206","3727"
"14206","49555"
"14207","13918"
"14208","57948"
"14209","10198"
"14210","104320"
"14210","43556"
"14211","85664"
"14211","106546"
"14212","79141"
"14213","43993"
"14214","37049"
"14214","686"
"14215","56995"
"14215","71237"
"14216","50335"
"14217","104677"
"14218","3329"
"14218","78116"
"14219","49925"
"14219","91158"
"14220","102079"
"14220","68186"
"14221","38290"
"14222","109070"
"14222","93153"
"14223","98155"
"14223","24311"
"14224","87707"
"14225","65488"
"14225","47230"
"14226","50816"
"14226","103289"
"14227","106142"
"14227","29056"
"14228","24222"
"14229","59115"
"14229","73970"
"14230","5697"
"14230","25004"
"14231","80111"
"14231","50321"
"14232","97526"
"14232","14256"
"14233","105940"
"14233","36832"
"14234","36485"
"14234","27328"
"14235","96058"
"14236","101111"
"14236","68225"
"14237","40653"
"14238","35069"
"14238","109029"
"14239","34394"
"14239","39095"
"14240","45680"
"14241","20481"
"14242","94274"
"14242","109035"
"14243","65767"
"14244","8817"
"14245","95994"
"14245","23055"
"14246","107850"
"14246","44274"
"14247","10604"
"14247","92614"
"14248","76483"
"14248","80053"
"14249","48781"
"14250","43274"
"14250","14250"
"14251","74400"
"14251","49815"
"14252","30779"
"14253","97696"
"14254","41833"
"14254","109601"
"14255","10783"
"14256","67270"
"14256","22079"
"14257","4304"
"14257","16712"
"14258","19114"
"14259","57135"
"14259","50321"
"14260","15410"
"14261","42753"
"14262","1256"
"14263","70083"
"14264","81801"
"14264","45758"
"14265","78281"
"14266","28150"
"14267","1727"
"14267","10817"
"14268","59511"
"14269","40713"
"14269","24542"
"14270","95096"
"14271","102370"
"14271","81553"
"14272","60904"
"14272","94980"
"14273","54638"
"14273","72489"
"14274","44593"
"14274","84239"
"14275","47963"
"14276","85312"
"14276","31258"
"14277","104137"
"14278","65574"
"14279","91878"
"14280","16521"
"14280","59707"
"14281","93480"
"14282","13998"
"14283","21719"
"14283","6226"
"14284","13982"
"14285","100262"
"14286","1855"
"14287","92644"
"14287","40572"
"14288","4393"
"14289","64215"
"14289","69191"
"14290","102744"
"14290","46276"
"14291","78032"
"14292","105627"
"14293","14929"
"14294","12572"
"14294","82102"
"14295","10657"
"14296","77654"
"14297","79634"
"14298","54559"
"14299","74067"
"14299","84763"
"14300","74020"
"14300","29310"
"14301","50986"
"14302","52817"
"14302","101735"
"14303","109472"
"14303","63051"
"14304","33357"
"14305","6064"
"14305","84787"
"14306","8140"
"14307","68483"
"14307","5694"
"14308","90707"
"14309","65951"
"14309","17438"
"14310","66285"
"14311","994"
"14311","25881"
"14312","77447"
"14313","39063"
"14313","15992"
"14314","35232"
"14315","35810"
"14315","78474"
"14316","45335"
"14317","11829"
"14317","101472"
"14318","32311"
"14319","30801"
"14319","88357"
"14320","78863"
"14321","41195"
"14321","38007"
"14322","92523"
"14322","45517"
"14323","102503"
"14324","85132"
"14324","5323"
"14325","49113"
"14325","51019"
"14326","45806"
"14326","64568"
"14327","22307"
"14327","42794"
"14328","99308"
"14328","82675"
"14329","47851"
"14329","90518"
"14330","105631"
"14330","56079"
"14331","22414"
"14331","40209"
"14332","44276"
"14332","44870"
"14333","64683"
"14334","63238"
"14335","76796"
"14336","66222"
"14336","39466"
"14337","93482"
"14337","93393"
"14338","89178"
"14339","49723"
"14339","1637"
"14340","46311"
"14341","1881"
"14341","56215"
"14342","46159"
"14342","102687"
"14343","87621"
"14343","75678"
"14344","97803"
"14344","100649"
"14345","21587"
"14346","34442"
"14347","65098"
"14348","47545"
"14349","72899"
"14350","18806"
"14351","75719"
"14352","48218"
"14352","88362"
"14353","37626"
"14353","21844"
"14354","87338"
"14354","39721"
"14355","100498"
"14355","11472"
"14356","7941"
"14357","88699"
"14358","92083"
"14358","95836"
"14359","33425"
"14360","3225"
"14360","37231"
"14361","50213"
"14362","41602"
"14362","20209"
"14363","7051"
"14364","16174"
"14365","100305"
"14365","94747"
"14366","7001"
"14366","76517"
"14367","34829"
"14367","56841"
"14368","6881"
"14368","79380"
"14369","70489"
"14370","93202"
"14371","103385"
"14372","40809"
"14373","10133"
"14373","19332"
"14374","26057"
"14375","57221"
"14375","23397"
"14376","83962"
"14377","42635"
"14377","59225"
"14378","5488"
"14378","57519"
"14379","37479"
"14380","54699"
"14380","81993"
"14381","79095"
"14382","97341"
"14382","69397"
"14383","95787"
"14383","39538"
"14384","1940"
"14384","94712"
"14385","86643"
"14385","28257"
"14386","103707"
"14387","103733"
"14388","106466"
"14388","21434"
"14389","70925"
"14389","77656"
"14390","98663"
"14391","64563"
"14391","102687"
"14392","78436"
"14393","59237"
"14394","19246"
"14394","24891"
"14395","92041"
"14395","59720"
"14396","102408"
"14397","33227"
"14398","38884"
"14398","59375"
"14399","17370"
"14400","95619"
"14400","82669"
"14401","87346"
"14402","15105"
"14402","77716"
"14403","30459"
"14404","107013"
"14405","90443"
"14405","26165"
"14406","11381"
"14406","92971"
"14407","52861"
"14407","75047"
"14408","66139"
"14409","40313"
"14409","101238"
"14410","82954"
"14411","73290"
"14411","68034"
"14412","77345"
"14412","62923"
"14413","59193"
"14413","17741"
"14414","19847"
"14415","5719"
"14416","30069"
"14417","96161"
"14418","62353"
"14419","109203"
"14419","66138"
"14420","47827"
"14421","49606"
"14422","57107"
"14422","11767"
"14423","15820"
"14424","22038"
"14425","19376"
"14425","17618"
"14426","90126"
"14427","68094"
"14428","78262"
"14429","76996"
"14430","88585"
"14431","83788"
"14431","101190"
"14432","25706"
"14432","6493"
"14433","74077"
"14434","38468"
"14435","89851"
"14436","4562"
"14436","26713"
"14437","69330"
"14437","92692"
"14438","59340"
"14439","64577"
"14440","52953"
"14441","16742"
"14441","42912"
"14442","102741"
"14442","61260"
"14443","15076"
"14443","7099"
"14444","58681"
"14444","12602"
"14445","54743"
"14445","106796"
"14446","83644"
"14447","88110"
"14448","60039"
"14448","77531"
"14449","74447"
"14450","79756"
"14450","67602"
"14451","105225"
"14451","62517"
"14452","14415"
"14452","29567"
"14453","69723"
"14454","17895"
"14454","65040"
"14455","102540"
"14456","45479"
"14456","65492"
"14457","35739"
"14457","101479"
"14458","36300"
"14459","79808"
"14460","68458"
"14460","2103"
"14461","45165"
"14461","4131"
"14462","56750"
"14462","92657"
"14463","23685"
"14464","72998"
"14465","73378"
"14465","24526"
"14466","18674"
"14467","100024"
"14468","11805"
"14469","27013"
"14470","31809"
"14470","22510"
"14471","41269"
"14471","70401"
"14472","43272"
"14472","32366"
"14473","94793"
"14474","109541"
"14474","83135"
"14475","49008"
"14475","71894"
"14476","54279"
"14477","106391"
"14478","108034"
"14478","95320"
"14479","80427"
"14479","22091"
"14480","21531"
"14480","33471"
"14481","14953"
"14482","64479"
"14483","17932"
"14484","23320"
"14484","11526"
"14485","71389"
"14485","19690"
"14486","1024"
"14486","82628"
"14487","83877"
"14488","26834"
"14489","94711"
"14490","27231"
"14491","57744"
"14492","94028"
"14493","23619"
"14493","4321"
"14494","61365"
"14495","89017"
"14495","58400"
"14496","41536"
"14496","4817"
"14497","47999"
"14497","2041"
"14498","93370"
"14498","20349"
"14499","21972"
"14499","292"
"14500","79068"
"14500","64671"
"14501","5388"
"14502","101172"
"14503","81175"
"14503","83757"
"14504","47694"
"14505","6201"
"14506","38747"
"14506","4194"
"14507","47844"
"14507","8706"
"14508","66359"
"14509","56112"
"14509","19600"
"14510","17889"
"14511","53575"
"14511","9410"
"14512","18739"
"14512","104142"
"14513","83563"
"14513","85521"
"14514","34446"
"14515","109267"
"14516","76019"
"14517","69888"
"14517","109998"
"14518","12104"
"14518","54060"
"14519","28397"
"14520","33808"
"14520","77214"
"14521","12224"
"14521","62793"
"14522","98692"
"14522","105088"
"14523","29807"
"14523","8740"
"14524","83161"
"14525","31125"
"14526","77304"
"14527","5008"
"14527","34990"
"14528","3192"
"14529","18390"
"14530","68611"
"14531","21776"
"14531","4248"
"14532","63695"
"14532","63087"
"14533","54072"
"14534","61232"
"14534","71428"
"14535","100366"
"14536","56654"
"14536","11297"
"14537","69261"
"14538","103557"
"14538","69015"
"14539","88479"
"14539","56649"
"14540","68034"
"14541","13589"
"14541","93240"
"14542","104772"
"14543","78895"
"14543","73498"
"14544","89799"
"14544","22937"
"14545","74274"
"14545","97797"
"14546","99001"
"14547","6792"
"14548","64837"
"14548","91833"
"14549","104249"
"14549","77468"
"14550","37293"
"14550","6751"
"14551","106438"
"14552","100513"
"14553","32108"
"14554","106307"
"14554","47851"
"14555","84466"
"14556","73263"
"14557","36440"
"14558","12099"
"14558","82426"
"14559","66341"
"14560","19809"
"14560","32103"
"14561","4524"
"14562","12840"
"14562","29387"
"14563","109291"
"14564","41303"
"14564","98044"
"14565","34015"
"14566","63682"
"14567","9682"
"14568","67394"
"14569","46528"
"14570","36715"
"14570","37685"
"14571","75825"
"14572","103"
"14572","73342"
"14573","52982"
"14574","11532"
"14574","98311"
"14575","69143"
"14575","61997"
"14576","11088"
"14576","63409"
"14577","81096"
"14577","68143"
"14578","17395"
"14579","85917"
"14579","56957"
"14580","49596"
"14581","8164"
"14582","37754"
"14583","6981"
"14584","75728"
"14584","70195"
"14585","42080"
"14585","100587"
"14586","93507"
"14586","4421"
"14587","26847"
"14587","105507"
"14588","48003"
"14589","95466"
"14590","99480"
"14591","105875"
"14591","52454"
"14592","37639"
"14592","60257"
"14593","107618"
"14593","36061"
"14594","80912"
"14594","108516"
"14595","69197"
"14596","76182"
"14596","105278"
"14597","103176"
"14597","80716"
"14598","109985"
"14598","75061"
"14599","58652"
"14600","50276"
"14601","48142"
"14602","88980"
"14602","46778"
"14603","96000"
"14604","24546"
"14605","85906"
"14606","102066"
"14607","66541"
"14607","57235"
"14608","28290"
"14608","35720"
"14609","61926"
"14610","64342"
"14610","28795"
"14611","39120"
"14612","70451"
"14612","40717"
"14613","27829"
"14614","6060"
"14614","47914"
"14615","6454"
"14615","50121"
"14616","12571"
"14617","89271"
"14617","84131"
"14618","5887"
"14618","25830"
"14619","445"
"14619","61132"
"14620","69354"
"14620","18968"
"14621","19901"
"14621","6648"
"14622","31599"
"14623","81966"
"14623","16498"
"14624","70100"
"14624","27765"
"14625","65768"
"14625","52885"
"14626","18279"
"14626","36064"
"14627","74093"
"14627","81465"
"14628","90339"
"14629","78637"
"14630","106802"
"14631","108272"
"14632","57373"
"14633","13076"
"14634","109063"
"14635","86717"
"14636","23760"
"14637","96908"
"14638","41443"
"14639","99675"
"14640","82234"
"14641","37527"
"14641","54700"
"14642","77609"
"14642","58874"
"14643","64632"
"14644","85063"
"14645","23379"
"14646","93545"
"14647","84314"
"14648","79741"
"14648","63027"
"14649","6913"
"14650","31603"
"14651","88377"
"14651","107790"
"14652","31149"
"14653","5402"
"14653","17056"
"14654","89635"
"14654","64926"
"14655","43040"
"14655","93349"
"14656","50217"
"14657","22470"
"14658","93480"
"14658","24601"
"14659","10837"
"14659","103522"
"14660","83689"
"14661","88980"
"14662","64975"
"14663","78392"
"14663","34221"
"14664","101746"
"14664","59058"
"14665","95721"
"14665","66115"
"14666","93941"
"14667","13632"
"14668","92857"
"14668","79525"
"14669","80869"
"14669","75070"
"14670","17114"
"14670","26379"
"14671","95270"
"14672","3993"
"14673","81855"
"14674","97475"
"14674","62159"
"14675","16047"
"14675","79914"
"14676","97014"
"14677","34496"
"14678","26571"
"14679","15924"
"14679","31336"
"14680","87028"
"14681","55156"
"14681","92443"
"14682","12525"
"14682","16530"
"14683","38625"
"14684","5750"
"14684","3050"
"14685","65406"
"14686","72299"
"14687","39151"
"14688","99969"
"14689","548"
"14689","25339"
"14690","22005"
"14690","90080"
"14691","72470"
"14692","47310"
"14693","3962"
"14693","7039"
"14694","1035"
"14694","85074"
"14695","69834"
"14696","49558"
"14697","20204"
"14698","27758"
"14699","34875"
"14700","106529"
"14701","54679"
"14702","54702"
"14703","13082"
"14704","104707"
"14704","107666"
"14705","34095"
"14705","13545"
"14706","71375"
"14706","100356"
"14707","43385"
"14708","91743"
"14709","7003"
"14709","52428"
"14710","72103"
"14710","27871"
"14711","47012"
"14711","42983"
"14712","24824"
"14713","42159"
"14714","61083"
"14715","3367"
"14715","102849"
"14716","35292"
"14717","19507"
"14717","29124"
"14718","45245"
"14718","70326"
"14719","60942"
"14720","102817"
"14721","99849"
"14722","99720"
"14722","4425"
"14723","30159"
"14723","7225"
"14724","97033"
"14725","25910"
"14725","6018"
"14726","34906"
"14726","57993"
"14727","109964"
"14728","25613"
"14729","884"
"14730","33301"
"14731","103526"
"14731","29341"
"14732","54827"
"14733","59246"
"14733","18213"
"14734","8971"
"14735","3970"
"14736","84981"
"14737","35465"
"14737","26341"
"14738","56990"
"14739","60204"
"14739","5296"
"14740","22347"
"14740","54464"
"14741","51994"
"14742","15654"
"14743","98548"
"14743","19599"
"14744","9961"
"14745","20455"
"14746","77068"
"14746","14180"
"14747","83169"
"14747","29646"
"14748","106012"
"14749","24048"
"14749","70589"
"14750","43549"
"14751","39281"
"14752","6142"
"14752","23787"
"14753","64263"
"14754","45742"
"14754","96506"
"14755","108050"
"14756","2465"
"14757","7698"
"14757","29573"
"14758","70597"
"14758","3384"
"14759","86570"
"14760","5141"
"14761","1677"
"14761","79492"
"14762","62397"
"14762","9769"
"14763","62603"
"14763","79877"
"14764","64191"
"14765","38247"
"14765","66453"
"14766","52348"
"14766","34250"
"14767","16148"
"14768","71947"
"14769","16806"
"14769","65881"
"14770","88861"
"14771","87228"
"14771","78222"
"14772","13606"
"14772","15730"
"14773","20961"
"14773","101085"
"14774","74024"
"14774","42381"
"14775","5305"
"14775","11392"
"14776","48210"
"14777","94471"
"14778","14824"
"14778","16193"
"14779","66021"
"14779","30491"
"14780","4453"
"14780","84766"
"14781","32976"
"14782","89441"
"14782","58013"
"14783","8724"
"14784","52610"
"14785","75619"
"14785","76767"
"14786","7909"
"14786","36221"
"14787","60699"
"14788","88864"
"14788","67135"
"14789","19678"
"14790","74016"
"14791","39813"
"14791","44835"
"14792","75711"
"14793","75222"
"14794","75142"
"14794","68954"
"14795","42669"
"14795","81388"
"14796","65012"
"14797","31219"
"14797","70907"
"14798","34581"
"14799","8364"
"14799","101027"
"14800","65590"
"14800","63389"
"14801","84931"
"14801","15800"
"14802","97674"
"14803","66543"
"14804","10580"
"14805","3004"
"14806","48739"
"14806","70709"
"14807","5079"
"14808","37065"
"14808","41568"
"14809","48523"
"14810","50783"
"14811","4211"
"14812","107067"
"14813","50551"
"14813","94926"
"14814","44429"
"14814","3890"
"14815","8192"
"14816","83240"
"14816","39057"
"14817","48268"
"14817","47812"
"14818","59902"
"14818","5865"
"14819","68002"
"14819","84251"
"14820","97896"
"14820","60026"
"14821","1118"
"14822","49665"
"14823","43096"
"14824","29098"
"14825","85767"
"14826","83663"
"14826","68341"
"14827","15240"
"14827","36391"
"14828","15381"
"14828","99666"
"14829","106215"
"14830","19921"
"14830","10206"
"14831","65700"
"14831","11452"
"14832","1052"
"14833","44535"
"14834","4449"
"14834","18790"
"14835","89029"
"14836","68997"
"14836","16414"
"14837","18515"
"14838","64936"
"14839","70971"
"14840","14560"
"14840","5765"
"14841","11940"
"14841","19812"
"14842","53025"
"14842","30417"
"14843","31851"
"14843","57133"
"14844","8652"
"14845","36154"
"14846","68585"
"14846","82824"
"14847","106332"
"14848","24656"
"14848","40392"
"14849","81270"
"14849","7626"
"14850","62125"
"14850","76776"
"14851","76300"
"14851","57249"
"14852","33358"
"14852","73256"
"14853","32737"
"14853","48931"
"14854","101801"
"14855","13736"
"14855","7020"
"14856","103542"
"14857","109865"
"14857","92823"
"14858","75131"
"14858","9685"
"14859","83281"
"14860","93965"
"14860","98505"
"14861","91256"
"14861","26049"
"14862","30433"
"14862","47422"
"14863","103862"
"14864","4528"
"14865","52086"
"14865","56851"
"14866","1712"
"14867","51048"
"14867","109221"
"14868","99652"
"14868","3736"
"14869","82207"
"14869","54285"
"14870","106889"
"14871","24513"
"14871","43591"
"14872","40452"
"14873","30231"
"14874","17304"
"14874","59187"
"14875","2823"
"14876","46874"
"14876","18382"
"14877","48768"
"14878","104962"
"14878","38456"
"14879","17155"
"14880","32155"
"14881","56173"
"14881","2359"
"14882","8028"
"14883","58613"
"14883","7292"
"14884","32367"
"14884","80033"
"14885","36919"
"14885","12883"
"14886","80275"
"14886","1576"
"14887","29871"
"14888","45590"
"14889","67698"
"14890","12075"
"14891","4617"
"14891","63408"
"14892","85643"
"14893","8115"
"14894","55674"
"14894","24784"
"14895","90721"
"14896","34998"
"14897","16203"
"14897","89252"
"14898","1670"
"14899","89751"
"14900","52859"
"14900","9913"
"14901","25281"
"14902","74851"
"14902","79918"
"14903","89646"
"14904","41817"
"14905","25416"
"14905","74931"
"14906","33447"
"14907","59109"
"14908","52907"
"14909","17847"
"14909","36482"
"14910","89093"
"14911","4805"
"14911","67323"
"14912","38766"
"14913","42146"
"14914","65992"
"14915","81653"
"14915","62807"
"14916","34937"
"14917","52497"
"14917","67020"
"14918","30260"
"14918","20191"
"14919","54798"
